city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
Savoy	United States	this is a camp that may have been up in the 1980's and is haunted by 6 little girls and a crazy women the story is that a camp consular went crazy and hung 3 girls in a barn on the property and drowned 3 more in a tub then she went and killed herself not sure how but she did and if u go to this area in the Windsor state forest you will see things and hear things that will make you believe in ghosts or the paranormal.	Windigo	Massachusetts	MA	-72.998316	42.5295225	-73.0287112	42.5667512	1980/01/01
Scituate	United States	The Mill is located right next to Hunter's Pond. It is reported that a little bloody girl sits looking out the windows, and stares at you as you walk by. There have also been reports of screams and cries coming from the Mill as you hear the sound of a jammed saw and a young child screaming and crying for help.	Lincoln Mill	Massachusetts	MA			-70.7258633	42.195929	2025/01/01
Scituate	United States	haunted by lighthouse keepers after original lighthouse was destroyed by a storm, while main light house keeper stood on share & watched after going for provisions.	Minot Lighthouse	Massachusetts	MA	-70.7591154	42.2697165	-70.7258633	42.195929	2025/01/01
Scituate	United States	in the spring a ghost ship is seen. It starts out robust and luxurious but right before your eyes it's sails become all torn.	Near First Cliff	Massachusetts	MA	-70.7161516	42.1995458	-70.7258633	42.195929	2025/01/01
Seekonk	United States	There is a ghost that haunts that swimming pool every Friday night of June. This ghost utters eerie things.	Seekonk High school	Massachusetts	MA	-71.33270519999999	41.8357527	-71.3369972	41.808434	2025/02/28
Shrewsbury	United States	objects thrown by invisible forces. sightings of former residents voices and lights flickering have all been reported by both employees and residents	Southgate Retirement community	Massachusetts	MA	-71.70358999999999	42.291989	-71.71284709999999	42.2959267	2025/01/01
Montebello	United States	Anytime of the day or night, you can hear footsteps and voices coming from the hallways and men's restroom. Many employees claim when they are working at the office late into the evening, they hear voices and footsteps, the problem is that they are the only ones at the office. Park Rangers have reported hearing voices coming from the men's restroom. The source of the haunting has not been determined, but two parks and recreation employees have passed away in the last 10 years. The office was once home to a doctors office. Do not attempt to trespass, you will be arrested.	Montebello Parks and Recreation Office	California	CA	-118.1154682	34.0207615	-118.1137535	34.0165053	2025/01/01
Montebello	United States	Whittier Narrows Park - The figure of a Spanish conquistador on horseback can be seen occasionally around the intersection of San Gabriel Blvd and Lincoln Ave. It is said he drowned here looking for his gold buried near the river's beach. Mysterious fogs roll in and out here a lot as well.	Rosemead	California	CA	-118.0816847	34.0376	-118.1137535	34.0165053	0100/02/24
Montebello	United States	The halls of this building are virtually covered by darkness for most of the time during services. Three children have been known to cross the hallways from one door to another that are completely adjacent to each other. It was once said that three children were taken into a restroom stall by their father, and each were killed by slitting their throats because their father was extremely sorrowful over the death of his wife, and murdered his children to eliminate his memory of his love.	Temple B'Nai Emet	California	CA	-118.1330326	34.0198535	-118.1137535	34.0165053	2025/01/01
Monterey	United States	The Lady in Black haunts the second floor of this boarding house where famous writer Robert Luis Stevenson lodged during his stay in Monterey. The Lady in Black is supposedly the proprietor of the establishment and haunts the nursery where her grandchildren died of cholera.	Robert Luis Stevenson House	California	CA	-121.8934592	36.5973186	-121.8946761	36.6002378	1986/02/24
Monterey County	United States	Salinas River - Every Halloween night there is a new report of the crying woman. She is mistaken as La Llarona. Each year the kids go on dares to walk the river past the bend. One year, the kid never came back. One year the first girl ever to do it was actually helped by the ghost. She was walking too close to the edge when the ghost pushed her away. If she would have fallen it was a 50-foot drop in about 2 feet of water.	San Lucas	California	CA	-121.0204672	36.1288547	-121.3541631	36.3136201	2050/02/24
Moorpark	United States	after the road dips down a small hill, if you stop and put your car in neutral at the bottom of the hill, your car will slowly drift backwards uphill! It's supposedly because ghost of children killed there in a wagon accident are pushing your car.	Gravity Hill	California	CA			-118.8820414	34.285558	2025/01/01
Moreno Valley	United States	Years ago, a bus occupied with children supposedly broke down and was hit by a large diesel truck, pushing them over the freeway overpass. There were no survivors. It is now said that when a car visits this site, when shut off and put in neutral, the spirits of the deceased children will push the car UP over the overpass. This only works when going South. In addition, baby powder sprinkled/poured on the back of the vehicle will allow handprints and footprints of the children to be visible. Sometimes laughter and footsteps can be heard late at night.	Nason Street	California	CA	-117.1915375	33.9229759	-117.2296717	33.9424658	2025/01/01
Moreno Valley	United States	In Moreno Valley, off of Nason, there is the old hospital. When the new hospital was built, the old one was turned into a small school for only the lower grades. The story goes that a deranged man came into the school with a gun where he took the students and teachers hostage. In the back, there is 2 sheds, one big and one small. It is said that he took his hostages here and killed many of them and then turned the gun on himself. The old school is now closed and many have been inside since. Inside, people have said they see figures of children and hear the cries.	Old Hospital/Elementary School	California	CA	-117.2367594	33.9657699	-117.2296717	33.9424658	0100/02/24
Moreno Valley	United States	if you put your car in neutral on 'Priest Hill' the priest who had broke down on the road, he will push your car up the hill, with your foot not on the pedal. if you put flour on the back of your car, you will see the handprints.	Priest Hill	California	CA			-117.2296717	33.9424658	2025/01/01
Morro Bay	United States	"have been reports of strange occurrences in both the ""old"" gym and ""new gym"" lights turning on and off, cold spots, etc. supposedly a young boy died while falling off the bleachers in the old gym and is said to haunt it."	Morro Bay High School	California	CA	-120.8575064	35.3822718	-120.8499924	35.3659445	2025/01/01
